"Area","Line","Date","TrapName","TrapChecked","Triggered","Set","Species","Sex","Age","Duplicates","PestID","Bait","Latitude","Longitude","TrapType","TimeTaken","Oiled","Toxin","Comments"
"Birdsong Opanuku","Residence Line",2023-07-29,"TU35","Y","Y","Y","Rat","","",8,"PestID:203516","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-07-29,"TU35","Y","Y","Y","Rat","","",8,"PestID:203516","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-07-29,"TU35","Y","Y","Y","Rat","","",8,"PestID:203516","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-07-29,"TU35","Y","Y","Y","Rat","","",8,"PestID:203516","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-07-29,"TU35","Y","Y","Y","Rat","","",8,"PestID:203516","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-07-29,"TU35","Y","Y","Y","Rat","","",8,"PestID:203516","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-07-29,"TU35","Y","Y","Y","Rat","","",8,"PestID:203516","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-08-26,"GR80","Y","Y","Y","Rat","","",2,"PestID:205859","Unknown",-36.90917,174.578637,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-08-26,"HA12","Y","Y","Y","Rat","","",2,"PestID:205860","Unknown",-36.903385,174.570319,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-08-26,"HV342","Y","Y","Y","Possum","","",5,"PestID:205861","Unknown",-36.901432,174.596152,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-08-26,"HV342","Y","Y","Y","Possum","","",5,"PestID:205861","Unknown",-36.901432,174.596152,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-08-26,"HV342","Y","Y","Y","Possum","","",5,"PestID:205861","Unknown",-36.901432,174.596152,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-08-26,"HV342","Y","Y","Y","Possum","","",5,"PestID:205861","Unknown",-36.901432,174.596152,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-08-26,"NA5","Y","Y","Y","Rat","","",2,"PestID:205864","Unknown",-36.908558,174.579074,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-08-26,"OP63","Y","Y","Y","Rat","","",4,"PestID:205865","Unknown",-36.911099,174.567441,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-08-26,"OP63","Y","Y","Y","Rat","","",4,"PestID:205865","Unknown",-36.911099,174.567441,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-08-26,"OP63","Y","Y","Y","Rat","","",4,"PestID:205865","Unknown",-36.911099,174.567441,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-08-26,"OP120","Y","Y","Y","Rat","","",8,"PestID:205866","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-08-26,"OP120","Y","Y","Y","Rat","","",8,"PestID:205866","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-08-26,"OP120","Y","Y","Y","Rat","","",8,"PestID:205866","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-08-26,"OP120","Y","Y","Y","Rat","","",8,"PestID:205866","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-08-26,"OP120","Y","Y","Y","Rat","","",8,"PestID:205866","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-08-26,"OP120","Y","Y","Y","Rat","","",8,"PestID:205866","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-08-26,"OP120","Y","Y","Y","Rat","","",8,"PestID:205866","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-08-26,"PO120","Y","Y","Y","Mouse","","",6,"PestID:205867","Unknown",-36.868083,174.592168,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-08-26,"PO120","Y","Y","Y","Mouse","","",6,"PestID:205867","Unknown",-36.868083,174.592168,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-08-26,"PO120","Y","Y","Y","Mouse","","",6,"PestID:205867","Unknown",-36.868083,174.592168,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-08-26,"PO120","Y","Y","Y","Mouse","","",6,"PestID:205867","Unknown",-36.868083,174.592168,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-08-26,"PO120","Y","Y","Y","Mouse","","",6,"PestID:205867","Unknown",-36.868083,174.592168,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-08-26,"TU35","Y","Y","Y","Rat","","",2,"PestID:205868","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-08-31,"MO15","Y","Y","Y","Possum","","",2,"PestID:205873","Unknown",-36.899466,174.572498,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-09-16,"GR80","Y","Y","Y","Rat","","",2,"PestID:207169","Unknown",-36.90917,174.578637,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-09-16,"OP82","Y","Y","Y","Rat","","",3,"PestID:207171","Unknown",-36.908732,174.571167,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-09-16,"OP82","Y","Y","Y","Rat","","",3,"PestID:207171","Unknown",-36.908732,174.571167,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-09-16,"OP82","Y","Y","Y","Rabbit","","",2,"PestID:207172","Unknown",-36.908732,174.571167,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-09-16,"OP92","Y","Y","Y","Rat","","",2,"PestID:207173","Unknown",-36.910541,174.56967,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-09-16,"OP120","Y","Y","Y","Rat","","",4,"PestID:207174","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-09-16,"OP120","Y","Y","Y","Rat","","",4,"PestID:207174","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-09-16,"OP120","Y","Y","Y","Rat","","",4,"PestID:207174","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-09-30,"MO130","Y","Y","Y","Rat","","",3,"PestID:207212","Unknown",-36.905416,174.561966,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-09-30,"MO130","Y","Y","Y","Rat","","",3,"PestID:207212","Unknown",-36.905416,174.561966,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-09-30,"OP63","Y","Y","Y","Rat","","",2,"PestID:207214","Unknown",-36.911099,174.567441,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-09-30,"PO120","Y","Y","Y","Mouse","","",2,"PestID:207215","Unknown",-36.868083,174.592168,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"CO54","Y","Y","Y","Possum","M","",4,"PestID:208531","Unknown",-36.889326,174.579752,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"CO54","Y","Y","Y","Possum","M","",4,"PestID:208531","Unknown",-36.889326,174.579752,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"CO54","Y","Y","Y","Possum","M","",4,"PestID:208531","Unknown",-36.889326,174.579752,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"HV407","Y","Y","Y","Rat","","",2,"PestID:208537","Unknown",-36.898959,174.581895,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"MO30","Y","Y","Y","Rat","","",5,"PestID:208539","Unknown",-36.9005,174.57026,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"MO30","Y","Y","Y","Rat","","",5,"PestID:208539","Unknown",-36.9005,174.57026,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"MO30","Y","Y","Y","Rat","","",5,"PestID:208539","Unknown",-36.9005,174.57026,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"MO30","Y","Y","Y","Rat","","",5,"PestID:208539","Unknown",-36.9005,174.57026,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP68","Y","Y","Y","Rat","","",2,"PestID:208540","Unknown",-36.911637,174.567265,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP82","Y","Y","Y","Rat","","",4,"PestID:208541","Unknown",-36.908732,174.571167,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP82","Y","Y","Y","Rat","","",4,"PestID:208541","Unknown",-36.908732,174.571167,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP82","Y","Y","Y","Rat","","",4,"PestID:208541","Unknown",-36.908732,174.571167,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP92","Y","Y","Y","Rat","","",15,"PestID:208542","Unknown",-36.910541,174.56967,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP92","Y","Y","Y","Rat","","",15,"PestID:208542","Unknown",-36.910541,174.56967,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP92","Y","Y","Y","Rat","","",15,"PestID:208542","Unknown",-36.910541,174.56967,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP92","Y","Y","Y","Rat","","",15,"PestID:208542","Unknown",-36.910541,174.56967,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP92","Y","Y","Y","Rat","","",15,"PestID:208542","Unknown",-36.910541,174.56967,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP92","Y","Y","Y","Rat","","",15,"PestID:208542","Unknown",-36.910541,174.56967,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP92","Y","Y","Y","Rat","","",15,"PestID:208542","Unknown",-36.910541,174.56967,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP92","Y","Y","Y","Rat","","",15,"PestID:208542","Unknown",-36.910541,174.56967,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP92","Y","Y","Y","Rat","","",15,"PestID:208542","Unknown",-36.910541,174.56967,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP92","Y","Y","Y","Rat","","",15,"PestID:208542","Unknown",-36.910541,174.56967,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP92","Y","Y","Y","Rat","","",15,"PestID:208542","Unknown",-36.910541,174.56967,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP92","Y","Y","Y","Rat","","",15,"PestID:208542","Unknown",-36.910541,174.56967,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP92","Y","Y","Y","Rat","","",15,"PestID:208542","Unknown",-36.910541,174.56967,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP92","Y","Y","Y","Rat","","",15,"PestID:208542","Unknown",-36.910541,174.56967,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP120","Y","Y","Y","Rat","","",30,"PestID:208543","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP120","Y","Y","Y","Rat","","",30,"PestID:208543","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP120","Y","Y","Y","Rat","","",30,"PestID:208543","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP120","Y","Y","Y","Rat","","",30,"PestID:208543","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP120","Y","Y","Y","Rat","","",30,"PestID:208543","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP120","Y","Y","Y","Rat","","",30,"PestID:208543","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP120","Y","Y","Y","Rat","","",30,"PestID:208543","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP120","Y","Y","Y","Rat","","",30,"PestID:208543","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP120","Y","Y","Y","Rat","","",30,"PestID:208543","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP120","Y","Y","Y","Rat","","",30,"PestID:208543","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP120","Y","Y","Y","Rat","","",30,"PestID:208543","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP120","Y","Y","Y","Rat","","",30,"PestID:208543","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP120","Y","Y","Y","Rat","","",30,"PestID:208543","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP120","Y","Y","Y","Rat","","",30,"PestID:208543","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP120","Y","Y","Y","Rat","","",30,"PestID:208543","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP120","Y","Y","Y","Rat","","",30,"PestID:208543","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP120","Y","Y","Y","Rat","","",30,"PestID:208543","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP120","Y","Y","Y","Rat","","",30,"PestID:208543","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP120","Y","Y","Y","Rat","","",30,"PestID:208543","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP120","Y","Y","Y","Rat","","",30,"PestID:208543","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP120","Y","Y","Y","Rat","","",30,"PestID:208543","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP120","Y","Y","Y","Rat","","",30,"PestID:208543","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP120","Y","Y","Y","Rat","","",30,"PestID:208543","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP120","Y","Y","Y","Rat","","",30,"PestID:208543","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP120","Y","Y","Y","Rat","","",30,"PestID:208543","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP120","Y","Y","Y","Rat","","",30,"PestID:208543","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP120","Y","Y","Y","Rat","","",30,"PestID:208543","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP120","Y","Y","Y","Rat","","",30,"PestID:208543","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-28,"OP120","Y","Y","Y","Rat","","",30,"PestID:208543","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-30,"OP63","Y","Y","Y","Rat","","",4,"PestID:208623","Unknown",-36.911099,174.567441,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-30,"OP63","Y","Y","Y","Rat","","",4,"PestID:208623","Unknown",-36.911099,174.567441,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-10-30,"OP63","Y","Y","Y","Rat","","",4,"PestID:208623","Unknown",-36.911099,174.567441,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"CO54","Y","Y","Y","Possum","F","Adult",2,"PestID:209953","Unknown",-36.889326,174.579752,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"CO54","Y","Y","Y","Possum","","Juvenile",2,"PestID:209954","Unknown",-36.889326,174.579752,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"HV407","Y","Y","Y","Rat","","",2,"PestID:209957","Unknown",-36.898959,174.581895,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"MO30","Y","Y","Y","Rat","","",4,"PestID:209960","Unknown",-36.9005,174.57026,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"MO30","Y","Y","Y","Rat","","",4,"PestID:209960","Unknown",-36.9005,174.57026,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"MO30","Y","Y","Y","Rat","","",4,"PestID:209960","Unknown",-36.9005,174.57026,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"OP63","Y","Y","Y","Rat","","",4,"PestID:209961","Unknown",-36.911099,174.567441,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"OP63","Y","Y","Y","Rat","","",4,"PestID:209961","Unknown",-36.911099,174.567441,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"OP63","Y","Y","Y","Rat","","",4,"PestID:209961","Unknown",-36.911099,174.567441,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"OP120","Y","Y","Y","Rat","","",11,"PestID:209962","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"OP120","Y","Y","Y","Rat","","",11,"PestID:209962","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"OP120","Y","Y","Y","Rat","","",11,"PestID:209962","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"OP120","Y","Y","Y","Rat","","",11,"PestID:209962","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"OP120","Y","Y","Y","Rat","","",11,"PestID:209962","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"OP120","Y","Y","Y","Rat","","",11,"PestID:209962","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"OP120","Y","Y","Y","Rat","","",11,"PestID:209962","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"OP120","Y","Y","Y","Rat","","",11,"PestID:209962","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"OP120","Y","Y","Y","Rat","","",11,"PestID:209962","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"OP120","Y","Y","Y","Rat","","",11,"PestID:209962","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"TU35","Y","Y","Y","Stoat","","",3,"PestID:209963","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"TU35","Y","Y","Y","Stoat","","",3,"PestID:209963","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"TU35","Y","Y","Y","Rat","","",18,"PestID:209964","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"TU35","Y","Y","Y","Rat","","",18,"PestID:209964","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"TU35","Y","Y","Y","Rat","","",18,"PestID:209964","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"TU35","Y","Y","Y","Rat","","",18,"PestID:209964","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"TU35","Y","Y","Y","Rat","","",18,"PestID:209964","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"TU35","Y","Y","Y","Rat","","",18,"PestID:209964","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"TU35","Y","Y","Y","Rat","","",18,"PestID:209964","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"TU35","Y","Y","Y","Rat","","",18,"PestID:209964","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"TU35","Y","Y","Y","Rat","","",18,"PestID:209964","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"TU35","Y","Y","Y","Rat","","",18,"PestID:209964","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"TU35","Y","Y","Y","Rat","","",18,"PestID:209964","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"TU35","Y","Y","Y","Rat","","",18,"PestID:209964","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"TU35","Y","Y","Y","Rat","","",18,"PestID:209964","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"TU35","Y","Y","Y","Rat","","",18,"PestID:209964","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"TU35","Y","Y","Y","Rat","","",18,"PestID:209964","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"TU35","Y","Y","Y","Rat","","",18,"PestID:209964","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-11-25,"TU35","Y","Y","Y","Rat","","",18,"PestID:209964","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-12-29,"OP63","Y","Y","Y","Rat","","",4,"PestID:212499","Unknown",-36.911099,174.567441,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-12-29,"OP63","Y","Y","Y","Rat","","",4,"PestID:212499","Unknown",-36.911099,174.567441,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-12-29,"OP63","Y","Y","Y","Rat","","",4,"PestID:212499","Unknown",-36.911099,174.567441,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-12-29,"OP92","Y","Y","Y","Rat","","",2,"PestID:212500","Unknown",-36.910541,174.56967,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-12-29,"OP120","Y","Y","Y","Rat","","",8,"PestID:212502","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-12-29,"OP120","Y","Y","Y","Rat","","",8,"PestID:212502","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-12-29,"OP120","Y","Y","Y","Rat","","",8,"PestID:212502","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-12-29,"OP120","Y","Y","Y","Rat","","",8,"PestID:212502","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-12-29,"OP120","Y","Y","Y","Rat","","",8,"PestID:212502","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
